str1		str2		str3		val1	val2	val3	dist	result		val
0000001	0001000	0100000	0	3	5	4	00001231		109----------- 6  3  1  
0000010	0000100	0010000	1	2	4	4	00010302		306----------- 5  4  2  
0000010	0000100	0100000	1	2	5	4	00000213		39----------- 5  4  1  
0000010	0001000	0010000	1	3	4	4	00000213		39----------- 5  3  2  
0000010	0001000	1000000	1	3	6	4	00000213		39----------- 5  3  0  
0000010	0010000	0100000	1	4	5	4	00000213		39----------- 5  2  1  
0000010	0010000	1000000	1	4	6	4	00010210		292----------- 5  2  0  
0000100	0001000	0100000	2	3	5	4	00010302		306----------- 4  3  1  
0000100	0001000	1000000	2	3	6	4	00010210		292----------- 4  3  0  
0000100	0010000	0100000	2	4	5	4	00010302		306----------- 4  2  1  
0000100	0100000	1000000	2	5	6	4	00010210		292----------- 4  1  0  
0001000	0010000	1000000	3	4	6	4	00010210		292----------- 3  2  0  
0001000	0100000	1000000	3	5	6	4	00010302		306----------- 3  1  0  
