str1		str2		str3		val1	val2	val3	dist	result		val
00000000000000000000000000000000001	00000000000000000000000000000001000	00000000000000000001000000000000000	0	3	15	5	0001030420		17610
00000000000000000000000000000000001	00000000000000000000000000000001000	00000001000000000000000000000000000	0	3	27	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000000000010000	00000000000000000000000010000000000	0	4	10	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000000000010000	00000000000000000010000000000000000	0	4	16	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000000000010000	00000000000010000000000000000000000	0	4	22	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000000000010000	00000010000000000000000000000000000	0	4	28	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000000001000000	00000000000000000000001000000000000	0	6	12	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000000001000000	00000000000000001000000000000000000	0	6	18	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000000001000000	00000000001000000000000000000000000	0	6	24	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000000010000000	00000000000000010000000000000000000	0	7	19	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000000010000000	00010000000000000000000000000000000	0	7	31	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000000100000000	00000000000000000000100000000000000	0	8	14	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000000100000000	00000000100000000000000000000000000	0	8	26	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000000100000000	00100000000000000000000000000000000	0	8	32	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000001000000000	00000000000001000000000000000000000	0	9	21	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000000010000000000	00000000000000000010000000000000000	0	10	16	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000010000000000	00000010000000000000000000000000000	0	10	28	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000000100000000000	00000000000100000000000000000000000	0	11	23	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000001000000000000	00000000000000001000000000000000000	0	12	18	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000001000000000000	00000000001000000000000000000000000	0	12	24	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000001000000000000	00001000000000000000000000000000000	0	12	30	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000100000000000000	00000000000000100000000000000000000	0	14	20	5	0000010342		722
00000000000000000000000000000000001	00000000000000000000100000000000000	00000000100000000000000000000000000	0	14	26	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000000100000000000000	00100000000000000000000000000000000	0	14	32	5	0000010342		722
00000000000000000000000000000000001	00000000000000000010000000000000000	00000000000010000000000000000000000	0	16	22	5	0000010342		722
00000000000000000000000000000000001	00000000000000000010000000000000000	00000010000000000000000000000000000	0	16	28	5	0001030402		17602
00000000000000000000000000000000001	00000000000000000100000000000000000	00000100000000000000000000000000000	0	17	29	5	0001030402		17602
00000000000000000000000000000000001	00000000000000001000000000000000000	00000000001000000000000000000000000	0	18	24	5	0000010342		722
00000000000000000000000000000000001	00000000000000010000000000000000000	00010000000000000000000000000000000	0	19	31	5	0001030402		17602
