str1		str2		str3		val1	val2	val3	dist	result		val
00000000000001	00000000010000	00010000000000	0	4	10	5	0000010342		722----------- 13  9  3  
00000000000010	00000000001000	00000010000000	1	3	7	5	0000030412		1982----------- 12  10  6  
00000000000010	00000000001000	00001000000000	1	3	9	5	0001030402		17602----------- 12  10  4  
00000000000010	00000000010000	00000100000000	1	4	8	5	0000032411		2231----------- 12  9  5  
00000000000010	00000000100000	00000010000000	1	5	7	5	0000032411		2231----------- 12  8  6  
00000000000010	00000000100000	00100000000000	1	5	11	5	0001030434		17619----------- 12  8  2  
00000000000010	00000001000000	00010000000000	1	6	10	5	0000030412		1982----------- 12  7  3  
00000000000010	00000010000000	00001000000000	1	7	9	5	0000030412		1982----------- 12  6  4  
00000000000010	00000010000000	00100000000000	1	7	11	5	0000032411		2231----------- 12  6  2  
00000000000100	00000000001000	00000001000000	2	3	6	5	0001030214		17559----------- 11  10  7  
00000000000100	00000000001000	00100000000000	2	3	11	5	0001030214		17559----------- 11  10  2  
00000000000100	00000000010000	00000100000000	2	4	8	5	0001030402		17602----------- 11  9  5  
00000000000100	00000000010000	00010000000000	2	4	10	5	0001030402		17602----------- 11  9  3  
00000000000100	00000000100000	00000001000000	2	5	6	5	0001030214		17559----------- 11  8  7  
00000000000100	00000000100000	00001000000000	2	5	9	5	0001030214		17559----------- 11  8  4  
00000000000100	00000000100000	00010000000000	2	5	10	5	0001030214		17559----------- 11  8  3  
00000000000100	00000001000000	00000100000000	2	6	8	5	0001030402		17602----------- 11  7  5  
00000000000100	00000001000000	00001000000000	2	6	9	5	0001030214		17559----------- 11  7  4  
00000000000100	00000001000000	00100000000000	2	6	11	5	0001030214		17559----------- 11  7  2  
00000000000100	00000001000000	01000000000000	2	6	12	5	0000010324		714----------- 11  7  1  
00000000000100	00000010000000	00010000000000	2	7	10	5	0001030214		17559----------- 11  6  3  
00000000000100	00000010000000	00100000000000	2	7	11	5	0001030214		17559----------- 11  6  2  
00000000000100	00000100000000	00010000000000	2	8	10	5	0001030402		17602----------- 11  5  3  
00000000000100	00000100000000	01000000000000	2	8	12	5	0000010324		714----------- 11  5  1  
00000000000100	00010000000000	00100000000000	2	10	11	5	0001030214		17559----------- 11  3  2  
00000000001000	00000000010000	00000010000000	3	4	7	5	0001030214		17559----------- 10  9  6  
00000000001000	00000000010000	01000000000000	3	4	12	5	0001020321		16961----------- 10  9  1  
00000000001000	00000000100000	00001000000000	3	5	9	5	0001030402		17602----------- 10  8  4  
00000000001000	00000000100000	00100000000000	3	5	11	5	0001030402		17602----------- 10  8  2  
00000000001000	00000001000000	00000010000000	3	6	7	5	0001030214		17559----------- 10  7  6  
00000000001000	00000001000000	00010000000000	3	6	10	5	0001030214		17559----------- 10  7  3  
00000000001000	00000001000000	00100000000000	3	6	11	5	0001030214		17559----------- 10  7  2  
00000000001000	00000010000000	00001000000000	3	7	9	5	0001030402		17602----------- 10  6  4  
00000000001000	00000010000000	00010000000000	3	7	10	5	0001030214		17559----------- 10  6  3  
00000000001000	00000010000000	01000000000000	3	7	12	5	0001030213		17558----------- 10  6  1  
00000000001000	00000100000000	00100000000000	3	8	11	5	0001030214		17559----------- 10  5  2  
00000000001000	00000100000000	01000000000000	3	8	12	5	0001020321		16961----------- 10  5  1  
00000000001000	00001000000000	00100000000000	3	9	11	5	0001030402		17602----------- 10  4  2  
