str1		str2		str3		val1	val2	val3	dist	result		val
000000000010	000000001000	000010000000	1	3	7	5	0000030412		1982----------- 10  8  4  
000000000010	000000001000	001000000000	1	3	9	5	0001030402		17602----------- 10  8  2  
000000000010	000000010000	000100000000	1	4	8	5	0000032411		2231----------- 10  7  3  
000000000010	000000100000	000010000000	1	5	7	5	0000032411		2231----------- 10  6  4  
000000000010	000010000000	001000000000	1	7	9	5	0000030412		1982----------- 10  4  2  
000000000100	000000001000	000001000000	2	3	6	5	0001030214		17559----------- 9  8  5  
000000000100	000000010000	000100000000	2	4	8	5	0001030402		17602----------- 9  7  3  
000000000100	000000010000	010000000000	2	4	10	5	0000010324		714----------- 9  7  1  
000000000100	000000100000	000001000000	2	5	6	5	0001030214		17559----------- 9  6  5  
000000000100	000000100000	001000000000	2	5	9	5	0001030214		17559----------- 9  6  2  
000000000100	000000100000	010000000000	2	5	10	5	0000010324		714----------- 9  6  1  
000000000100	000001000000	000100000000	2	6	8	5	0001030402		17602----------- 9  5  3  
000000000100	000001000000	001000000000	2	6	9	5	0001030214		17559----------- 9  5  2  
000000000100	000010000000	010000000000	2	7	10	5	0000010324		714----------- 9  4  1  
000000000100	000100000000	010000000000	2	8	10	5	0000010324		714----------- 9  3  1  
000000001000	000000010000	000010000000	3	4	7	5	0001030214		17559----------- 8  7  4  
000000001000	000000100000	001000000000	3	5	9	5	0001030402		17602----------- 8  6  2  
000000001000	000001000000	000010000000	3	6	7	5	0001030214		17559----------- 8  5  4  
000000001000	000001000000	010000000000	3	6	10	5	0001020321		16961----------- 8  5  1  
000000001000	000010000000	001000000000	3	7	9	5	0001030402		17602----------- 8  4  2  
000000001000	000010000000	010000000000	3	7	10	5	0001030211		17556----------- 8  4  1  
000000001000	001000000000	100000000000	3	9	11	5	0001030402		17602----------- 8  2  0  
000000010000	000000100000	000100000000	4	5	8	5	0001030214		17559----------- 7  6  3  
000000010000	000001000000	010000000000	4	6	10	5	0001030211		17556----------- 7  5  1  
000000010000	000010000000	000100000000	4	7	8	5	0001030214		17559----------- 7  4  3  
000000010000	000100000000	010000000000	4	8	10	5	0001030213		17558----------- 7  3  1  
000000100000	000001000000	001000000000	5	6	9	5	0001030214		17559----------- 6  5  2  
000000100000	000100000000	001000000000	5	8	9	5	0001030214		17559----------- 6  3  2  
000001000000	000010000000	010000000000	6	7	10	5	0001020321		16961----------- 5  4  1  
000001000000	001000000000	010000000000	6	9	10	5	0001020321		16961----------- 5  2  1  
