str1		str2		str3		val1	val2	val3	dist	result		val
00000000010	00000001000	00010000000	1	3	7	5	0000030412		1982----------- 9  7  3  
00000000010	00000010000	00100000000	1	4	8	5	0000032411		2231----------- 9  6  2  
00000000010	00000100000	00010000000	1	5	7	5	0000032411		2231----------- 9  5  3  
00000000100	00000001000	00001000000	2	3	6	5	0001030214		17559----------- 8  7  4  
00000000100	00000010000	00100000000	2	4	8	5	0001030402		17602----------- 8  6  2  
00000000100	00000100000	00001000000	2	5	6	5	0001030214		17559----------- 8  5  4  
00000000100	00000100000	01000000000	2	5	9	5	0001020321		16961----------- 8  5  1  
00000000100	00001000000	00100000000	2	6	8	5	0001030402		17602----------- 8  4  2  
00000000100	00001000000	01000000000	2	6	9	5	0001022430		17240----------- 8  4  1  
00000000100	00100000000	10000000000	2	8	10	5	0000010324		714----------- 8  2  0  
00000001000	00000010000	00010000000	3	4	7	5	0001030214		17559----------- 7  6  3  
00000001000	00000100000	01000000000	3	5	9	5	0001030211		17556----------- 7  5  1  
00000001000	00001000000	00010000000	3	6	7	5	0001030214		17559----------- 7  4  3  
00000001000	00010000000	01000000000	3	7	9	5	0001030213		17558----------- 7  3  1  
00000010000	00000100000	00100000000	4	5	8	5	0001030214		17559----------- 6  5  2  
00000010000	00010000000	00100000000	4	7	8	5	0001030214		17559----------- 6  3  2  
00000100000	00001000000	01000000000	5	6	9	5	0001020321		16961----------- 5  4  1  
00000100000	00100000000	01000000000	5	8	9	5	0001020321		16961----------- 5  2  1  
